request_id,department,channel,region,service_area,customer_type,previous_requests_90d,requester_tenure_months,request_text_length,sentiment_score,updates_first_24h,attachments_count,opened_hour,opened_weekday,sla_breach,priority_level,resolution_hours_after_close,closed_status_after_close,escalation_outcome_after_close
SR-00024,Customer Support,Email,England,Onboarding,Enterprise Client,1,41,151,-0.154,3,1,9,Wed,0,Standard,14.1,Closed within SLA,No escalation
SR-00341,Operations,Chat,Wales,Billing,Internal,4,77,43,-0.93,4,0,17,Mon,1,Standard,74.0,Closed after SLA,Manager note
SR-00620,Operations,Portal,Wales,Billing,Enterprise Client,1,1,185,-0.702,0,1,13,Thu,0,Urgent,22.4,Closed within SLA,No escalation
SR-00569,Finance,Phone,England,Data Request,SME Client,1,36,166,1.0,0,2,19,Wed,0,Low,23.7,Closed within SLA,Team review
SR-00155,Operations,Portal,Wales,Technical,SME Client,4,62,36,-0.271,1,2,16,Wed,1,Standard,56.6,Closed after SLA,No escalation
SR-00772,IT,Email,England,Onboarding,Internal,5,65,186,-0.346,1,2,11,Fri,1,Standard,67.6,Closed after SLA,No escalation
SR-00651,HR,Portal,England,Access,SME Client,1,70,208,-0.505,2,0,14,Mon,1,Low,63.3,Closed after SLA,Team review
SR-00471,HR,Portal,England,Data Request,SME Client,4,7,286,-0.049,0,0,18,Fri,0,Low,6.7,Closed within SLA,No escalation
SR-00872,Operations,Phone,England,Access,Internal,2,79,207,-0.228,1,0,7,Thu,0,Low,22.7,Closed within SLA,Team review
SR-00519,Operations,Chat,England,Billing,Internal,4,81,229,0.316,2,0,10,Mon,1,Standard,54.7,Closed after SLA,No escalation
SR-00460,IT,Portal,England,Billing,Enterprise Client,4,77,111,-0.152,2,2,14,Thu,0,Low,9.8,Closed within SLA,No escalation
SR-00535,Operations,Portal,England,Access,SME Client,1,2,142,1.0,2,0,17,Fri,0,Low,16.4,Closed within SLA,No escalation
SR-00631,Customer Support,Portal,Scotland,Data Request,Public Sector,6,61,238,0.011,1,0,9,Thu,1,Urgent,60.0,Closed after SLA,Escalated after breach
SR-00505,IT,Portal,England,Data Request,Public Sector,2,60,228,-0.197,0,0,9,Wed,1,Urgent,58.4,Closed after SLA,Escalated after breach
SR-00263,Finance,Phone,England,Access,Enterprise Client,1,52,224,-0.953,1,0,12,Wed,1,Low,55.6,Closed after SLA,Manager note
SR-00083,Customer Support,Phone,England,Technical,SME Client,3,70,194,-0.536,1,1,13,Wed,0,Urgent,45.8,Closed within SLA,No escalation
SR-00897,Finance,Email,Scotland,Policy,SME Client,3,26,185,0.544,2,1,12,Mon,0,Low,42.0,Closed within SLA,No escalation
SR-00408,Customer Support,Phone,England,Technical,Internal,5,15,144,0.748,2,0,13,Thu,1,Urgent,73.1,Closed after SLA,Escalated after breach
SR-00867,Customer Support,Chat,Wales,Policy,Internal,1,38,160,-0.515,3,0,10,Mon,1,Urgent,67.5,Closed after SLA,Escalated after breach
SR-00716,Operations,Portal,Scotland,Billing,Enterprise Client,3,71,202,1.0,1,1,8,Tue,1,Low,49.8,Closed after SLA,No escalation
SR-00039,Operations,Chat,Scotland,Technical,Enterprise Client,2,61,201,0.021,0,1,15,Fri,1,Standard,77.9,Closed after SLA,No escalation
SR-00500,IT,Portal,Scotland,Data Request,Public Sector,4,82,222,-1.0,2,1,18,Tue,1,Urgent,76.7,Closed after SLA,Escalated after breach
SR-00334,Customer Support,Phone,Wales,Billing,Internal,1,64,258,0.281,1,1,15,Tue,0,Standard,12.9,Closed within SLA,Team review
SR-00011,Finance,Phone,England,Data Request,Enterprise Client,3,7,152,0.868,0,0,13,Wed,0,Standard,15.4,Closed within SLA,Team review
SR-00501,Customer Support,Email,Northern Ireland,Technical,Internal,3,45,211,-0.498,1,1,17,Tue,0,Urgent,30.1,Closed within SLA,No escalation
SR-00320,Legal,Portal,England,Billing,SME Client,0,66,81,-0.095,1,0,15,Thu,1,Low,63.3,Closed after SLA,No escalation
SR-00033,Finance,Email,England,Onboarding,SME Client,2,53,232,-0.246,1,1,18,Tue,0,Standard,42.5,Closed within SLA,Manager note
SR-00736,IT,Email,England,Onboarding,Internal,1,19,227,-0.456,2,1,12,Mon,0,Low,30.6,Closed within SLA,No escalation
SR-00787,Customer Support,Email,England,Technical,Internal,3,38,168,-0.125,0,1,19,Fri,1,Urgent,79.1,Closed after SLA,Escalated after breach
SR-00609,Customer Support,Portal,England,Technical,SME Client,3,42,191,-0.095,4,1,13,Fri,0,Standard,19.2,Closed within SLA,No escalation
SR-00383,Customer Support,Email,Scotland,Technical,SME Client,1,39,185,0.845,2,0,19,Thu,0,Low,31.2,Closed within SLA,Team review
SR-00282,Operations,Portal,England,Billing,Public Sector,3,18,175,0.049,4,2,15,Tue,0,Standard,39.3,Closed within SLA,No escalation
SR-00898,Operations,Portal,England,Policy,SME Client,1,57,269,0.445,1,0,14,Mon,0,Low,8.7,Closed within SLA,No escalation
SR-00855,Operations,Portal,England,Billing,SME Client,2,49,282,-0.067,2,0,10,Tue,0,Low,25.8,Closed within SLA,No escalation
SR-00806,Operations,Chat,England,Onboarding,SME Client,2,50,98,-0.849,0,0,14,Tue,0,Low,13.7,Closed within SLA,No escalation
SR-00720,Legal,Portal,England,Policy,SME Client,0,70,223,0.68,4,1,18,Fri,0,Low,11.7,Closed within SLA,No escalation
SR-00814,IT,Chat,Scotland,Data Request,Internal,2,28,261,-0.469,1,1,9,Mon,0,Low,22.9,Closed within SLA,No escalation
SR-00379,Finance,Chat,England,Technical,SME Client,2,65,167,0.819,2,0,7,Fri,0,Low,21.9,Closed within SLA,No escalation
SR-00436,Operations,Chat,Wales,Technical,SME Client,2,82,145,0.222,3,2,7,Wed,1,Low,58.1,Closed after SLA,No escalation
SR-00859,Finance,Chat,England,Technical,Internal,2,4,277,-0.372,1,0,18,Mon,1,Low,67.9,Closed after SLA,No escalation
SR-00090,HR,Phone,England,Billing,SME Client,2,25,136,0.067,0,1,19,Tue,1,Low,73.6,Closed after SLA,No escalation
SR-00214,Customer Support,Chat,England,Technical,Internal,3,60,247,-0.618,1,0,15,Wed,0,Standard,7.4,Closed within SLA,No escalation
SR-00322,HR,Portal,England,Technical,Public Sector,2,22,25,0.318,2,0,18,Tue,0,Urgent,28.4,Closed within SLA,No escalation
SR-00751,Finance,Portal,England,Technical,Internal,3,4,71,-0.041,3,0,15,Tue,0,Low,26.5,Closed within SLA,No escalation
SR-00134,Finance,Chat,Scotland,Policy,SME Client,2,18,191,0.77,0,1,9,Mon,0,Low,9.5,Closed within SLA,No escalation
SR-00347,Legal,Email,England,Onboarding,Internal,2,40,256,-0.586,1,2,12,Tue,0,Standard,30.9,Closed within SLA,No escalation
SR-00044,Finance,Email,Northern Ireland,Technical,Internal,1,40,50,0.452,2,1,8,Thu,1,Standard,65.3,Closed after SLA,No escalation
SR-00008,Customer Support,Portal,England,Billing,Internal,1,36,88,-0.084,2,1,8,Thu,1,Standard,59.3,Closed after SLA,No escalation
SR-00667,Customer Support,Portal,Scotland,Technical,SME Client,3,37,165,0.309,0,0,7,Thu,1,Standard,79.8,Closed after SLA,No escalation
SR-00510,Operations,Phone,Wales,Access,SME Client,2,22,142,-0.831,2,1,10,Tue,0,Low,16.2,Closed within SLA,Team review
SR-00820,Finance,Phone,Wales,Technical,SME Client,1,33,63,-0.035,2,1,12,Mon,0,Low,3.3,Closed within SLA,Team review
SR-00188,Operations,Phone,England,Data Request,Internal,1,9,102,-0.059,2,0,13,Tue,0,Low,15.0,Closed within SLA,No escalation
SR-00696,IT,Phone,England,Data Request,SME Client,2,34,167,0.914,0,0,8,Thu,0,Standard,11.8,Closed within SLA,Team review
SR-00123,Operations,Chat,England,Access,Public Sector,3,65,140,1.0,3,1,16,Tue,0,Low,21.9,Closed within SLA,No escalation
SR-00041,HR,Portal,England,Access,Internal,3,2,166,-0.057,2,0,12,Mon,0,Standard,37.0,Closed within SLA,Team review
SR-00305,Customer Support,Portal,England,Access,SME Client,1,30,152,0.607,0,0,7,Thu,1,Low,44.2,Closed after SLA,No escalation
SR-00032,Legal,Portal,Northern Ireland,Billing,Public Sector,2,24,276,0.272,0,1,7,Fri,0,Urgent,16.2,Closed within SLA,Team review
SR-00544,Legal,Portal,England,Billing,SME Client,2,59,165,1.0,0,0,12,Tue,0,Low,6.4,Closed within SLA,Team review
SR-00173,Finance,Email,Scotland,Access,Enterprise Client,2,61,189,-0.152,2,2,16,Mon,0,Low,39.6,Closed within SLA,No escalation
SR-00285,IT,Portal,England,Access,Public Sector,3,78,178,-0.062,3,0,8,Wed,1,Urgent,68.5,Closed after SLA,Escalated after breach
SR-00431,Customer Support,Phone,England,Onboarding,SME Client,1,54,289,-0.068,0,2,10,Fri,1,Urgent,65.2,Closed after SLA,Escalated after breach
SR-00791,Operations,Phone,Scotland,Technical,Internal,2,48,181,-0.878,3,1,18,Fri,0,Urgent,34.2,Closed within SLA,No escalation
SR-00241,Customer Support,Portal,England,Data Request,Enterprise Client,0,63,260,0.225,1,1,9,Wed,1,Low,50.6,Closed after SLA,Manager note
SR-00809,HR,Chat,England,Technical,Public Sector,1,65,132,0.048,3,0,8,Mon,0,Standard,25.9,Closed within SLA,Team review
SR-00175,Operations,Chat,England,Access,Enterprise Client,1,14,139,0.153,1,0,15,Wed,1,Standard,62.5,Closed after SLA,No escalation
SR-00592,HR,Phone,Scotland,Technical,Enterprise Client,3,62,308,-0.326,0,1,17,Thu,1,Urgent,63.7,Closed after SLA,Escalated after breach
SR-00625,Legal,Phone,Wales,Technical,Internal,4,46,221,0.313,0,1,10,Wed,1,Low,62.6,Closed after SLA,No escalation
SR-00246,Customer Support,Portal,England,Onboarding,SME Client,1,40,218,-0.03,1,0,18,Fri,0,Low,8.1,Closed within SLA,No escalation
SR-00057,HR,Phone,England,Policy,Internal,1,10,211,0.868,1,0,10,Fri,0,Standard,17.7,Closed within SLA,Team review
SR-00700,Finance,Portal,England,Technical,Enterprise Client,4,44,233,-0.293,0,0,14,Thu,0,Standard,29.8,Closed within SLA,Manager note
SR-00072,HR,Portal,England,Technical,Enterprise Client,1,64,196,-0.221,3,1,9,Thu,1,Standard,54.3,Closed after SLA,Team review
SR-00670,HR,Email,England,Onboarding,Enterprise Client,0,36,128,0.974,2,0,7,Wed,0,Low,1.0,Closed within SLA,No escalation
SR-00146,Finance,Portal,Wales,Technical,Enterprise Client,2,83,112,0.626,1,0,7,Tue,0,Low,26.9,Closed within SLA,No escalation
SR-00091,Operations,Email,England,Policy,Internal,1,4,151,0.952,0,0,7,Wed,0,Standard,17.2,Closed within SLA,Manager note
SR-00167,Customer Support,Portal,Scotland,Onboarding,SME Client,2,44,201,-0.608,1,0,16,Wed,1,Low,59.6,Closed after SLA,No escalation
SR-00393,IT,Email,Scotland,Policy,Internal,5,3,105,-0.225,0,0,7,Tue,0,Standard,7.0,Closed within SLA,No escalation
SR-00877,HR,Phone,England,Policy,SME Client,5,40,230,-1.0,1,2,10,Mon,1,Urgent,83.6,Closed after SLA,Escalated after breach
SR-00171,Finance,Chat,England,Technical,Public Sector,0,25,142,0.4,0,0,17,Fri,0,Low,33.3,Closed within SLA,No escalation
SR-00311,HR,Phone,England,Billing,SME Client,1,22,164,0.301,0,0,7,Fri,1,Low,49.9,Closed after SLA,Team review
SR-00362,Operations,Email,England,Onboarding,Internal,2,81,269,0.859,1,1,19,Tue,0,Low,1.0,Closed within SLA,No escalation
SR-00360,IT,Chat,England,Billing,SME Client,3,62,182,-1.0,2,0,9,Tue,1,Urgent,57.0,Closed after SLA,Escalated after breach
SR-00094,Finance,Portal,England,Data Request,SME Client,2,45,217,0.214,0,0,18,Thu,0,Low,1.3,Closed within SLA,No escalation
SR-00323,Finance,Chat,England,Onboarding,SME Client,3,71,221,-0.237,2,0,9,Tue,0,Low,11.0,Closed within SLA,No escalation
SR-00421,IT,Email,England,Access,Internal,4,51,166,-0.225,1,0,19,Tue,0,Standard,1.5,Closed within SLA,Manager note
SR-00413,Operations,Email,Wales,Technical,Public Sector,7,18,203,1.0,2,2,12,Fri,1,Standard,36.2,Closed after SLA,Team review
SR-00617,Customer Support,Portal,England,Technical,Enterprise Client,3,30,269,-0.405,1,0,14,Thu,1,Standard,71.0,Closed after SLA,No escalation
SR-00782,Customer Support,Phone,Scotland,Technical,Internal,3,45,111,0.029,2,0,11,Fri,0,Low,18.5,Closed within SLA,Manager note
SR-00669,Finance,Email,England,Access,Enterprise Client,1,65,220,0.111,2,1,10,Tue,0,Standard,29.6,Closed within SLA,No escalation
SR-00377,Legal,Portal,England,Billing,Internal,2,40,279,1.0,0,0,13,Fri,0,Low,22.5,Closed within SLA,No escalation
SR-00396,HR,Portal,Scotland,Access,Internal,0,14,120,0.915,2,0,19,Tue,0,Low,29.2,Closed within SLA,Team review
SR-00244,IT,Phone,Wales,Access,Enterprise Client,2,31,328,0.037,1,1,9,Thu,0,Low,14.6,Closed within SLA,No escalation
SR-00735,Operations,Chat,Northern Ireland,Access,Enterprise Client,5,80,50,0.165,3,0,19,Mon,0,Low,18.3,Closed within SLA,Team review
SR-00088,HR,Portal,England,Onboarding,Public Sector,2,77,90,0.28,0,0,9,Tue,0,Low,14.6,Closed within SLA,Team review
SR-00215,IT,Chat,England,Onboarding,SME Client,3,54,169,0.055,2,1,12,Wed,0,Standard,8.9,Closed within SLA,Manager note
SR-00874,Finance,Chat,England,Onboarding,Internal,3,22,190,-0.263,1,1,17,Thu,0,Standard,16.9,Closed within SLA,Team review
SR-00345,Customer Support,Portal,England,Technical,Internal,1,46,242,-0.59,1,0,17,Thu,1,Urgent,60.0,Closed after SLA,Escalated after breach
SR-00174,Legal,Chat,England,Billing,Enterprise Client,4,8,113,0.212,1,0,13,Wed,1,Low,50.6,Closed after SLA,Team review
SR-00757,Finance,Portal,England,Data Request,Public Sector,2,3,52,0.037,0,0,7,Mon,0,Urgent,37.2,Closed within SLA,Team review
SR-00706,IT,Portal,England,Technical,Internal,2,76,192,0.055,4,0,16,Mon,0,Urgent,26.8,Closed within SLA,Team review
SR-00292,Operations,Portal,Wales,Policy,Enterprise Client,2,68,233,0.125,0,0,15,Thu,1,Low,59.9,Closed after SLA,No escalation
SR-00426,Customer Support,Chat,England,Access,Public Sector,3,11,94,0.333,1,0,16,Thu,1,Standard,56.8,Closed after SLA,Manager note
SR-00690,IT,Portal,England,Billing,Enterprise Client,0,83,157,0.705,0,0,15,Wed,0,Standard,11.7,Closed within SLA,Team review
SR-00119,HR,Portal,England,Onboarding,Public Sector,3,20,302,1.0,1,0,7,Mon,0,Low,24.8,Closed within SLA,No escalation
SR-00120,IT,Email,Northern Ireland,Data Request,SME Client,3,66,98,-0.687,0,0,10,Tue,1,Standard,52.9,Closed after SLA,Team review
SR-00164,Operations,Email,England,Access,Internal,0,48,193,0.858,1,0,18,Thu,1,Low,56.3,Closed after SLA,No escalation
SR-00566,IT,Phone,England,Billing,Internal,4,27,256,0.307,1,1,8,Mon,1,Urgent,78.2,Closed after SLA,Escalated after breach
SR-00385,Finance,Chat,England,Technical,SME Client,0,76,161,-0.982,2,0,12,Fri,0,Low,40.2,Closed within SLA,Team review
SR-00001,Customer Support,Email,England,Technical,Internal,0,14,97,-0.318,4,2,18,Tue,0,Urgent,1.0,Closed within SLA,Manager note
SR-00395,Operations,Portal,England,Onboarding,Internal,3,78,180,-0.509,2,1,15,Thu,0,Low,38.4,Closed within SLA,No escalation
SR-00402,Customer Support,Email,Wales,Access,SME Client,4,65,154,-0.268,1,0,18,Fri,0,Standard,15.6,Closed within SLA,Team review
SR-00405,Legal,Phone,England,Technical,SME Client,1,60,365,-0.631,1,0,19,Wed,1,Urgent,59.3,Closed after SLA,Escalated after breach
SR-00548,Operations,Email,Scotland,Technical,Enterprise Client,4,50,225,1.0,1,0,9,Wed,1,Low,56.5,Closed after SLA,No escalation
SR-00886,Finance,Phone,Scotland,Technical,Internal,1,82,285,0.149,3,0,12,Wed,1,Urgent,80.6,Closed after SLA,Escalated after breach
SR-00163,Operations,Portal,England,Billing,Internal,2,63,131,-0.005,5,0,14,Fri,1,Low,68.0,Closed after SLA,Team review
SR-00321,Customer Support,Portal,England,Billing,Internal,3,33,101,0.243,1,2,9,Tue,0,Urgent,26.2,Closed within SLA,Team review
SR-00115,Operations,Portal,England,Access,Public Sector,1,18,25,-0.256,1,1,15,Mon,0,Standard,41.6,Closed within SLA,No escalation
SR-00159,IT,Email,Scotland,Technical,Public Sector,0,68,239,-0.022,0,1,11,Fri,0,Standard,1.1,Closed within SLA,No escalation
SR-00151,Customer Support,Phone,Northern Ireland,Billing,Internal,2,30,178,0.188,1,0,8,Wed,1,Standard,67.3,Closed after SLA,No escalation
SR-00676,HR,Portal,England,Onboarding,Internal,2,78,189,-0.111,3,1,10,Tue,0,Low,15.5,Closed within SLA,No escalation
SR-00516,Operations,Phone,England,Technical,Internal,5,66,273,-0.58,0,1,7,Wed,0,Standard,23.7,Closed within SLA,No escalation
SR-00369,Finance,Email,England,Technical,SME Client,2,11,170,-0.581,1,1,16,Mon,1,Urgent,62.0,Closed after SLA,Escalated after breach
SR-00478,IT,Chat,England,Billing,SME Client,1,25,135,0.602,1,1,11,Fri,0,Low,19.6,Closed within SLA,Team review
SR-00880,IT,Email,England,Access,Public Sector,3,1,98,0.785,1,0,16,Mon,1,Standard,69.0,Closed after SLA,No escalation
SR-00524,IT,Portal,England,Technical,SME Client,1,83,231,-0.516,2,2,18,Wed,0,Standard,27.9,Closed within SLA,No escalation
SR-00853,Customer Support,Chat,Scotland,Billing,Enterprise Client,2,17,110,-0.565,2,0,7,Tue,0,Low,36.8,Closed within SLA,No escalation
SR-00259,Operations,Email,England,Billing,Enterprise Client,1,24,220,0.824,3,0,7,Thu,0,Low,29.3,Closed within SLA,No escalation
SR-00756,Operations,Email,England,Technical,Enterprise Client,1,54,138,0.477,0,0,10,Wed,0,Standard,45.3,Closed within SLA,Team review
SR-00136,Operations,Email,England,Technical,Public Sector,5,62,35,0.499,2,0,11,Wed,1,Standard,56.8,Closed after SLA,No escalation
SR-00870,Operations,Phone,England,Billing,Internal,0,30,140,-0.636,0,1,7,Tue,0,Low,16.6,Closed within SLA,No escalation
SR-00565,IT,Email,England,Billing,Enterprise Client,5,33,128,-0.467,1,1,13,Wed,1,Urgent,45.8,Closed after SLA,Escalated after breach
SR-00730,IT,Email,England,Policy,Public Sector,2,3,25,0.759,1,1,9,Wed,0,Standard,11.4,Closed within SLA,No escalation
SR-00502,Customer Support,Portal,Scotland,Data Request,Enterprise Client,1,75,151,-0.553,2,0,9,Tue,1,Low,63.5,Closed after SLA,No escalation
SR-00582,IT,Portal,England,Access,Internal,5,25,151,-0.449,4,0,18,Fri,0,Low,12.0,Closed within SLA,No escalation
SR-00344,IT,Portal,Scotland,Onboarding,Enterprise Client,3,42,65,-0.015,3,0,9,Fri,1,Standard,62.7,Closed after SLA,Team review
SR-00601,HR,Phone,England,Data Request,Internal,3,14,226,-0.887,2,1,7,Wed,1,Urgent,85.4,Closed after SLA,Escalated after breach
SR-00554,Customer Support,Chat,England,Onboarding,SME Client,1,43,254,0.728,0,1,11,Tue,0,Low,21.4,Closed within SLA,No escalation
SR-00294,Operations,Chat,England,Onboarding,SME Client,1,30,239,0.291,3,0,18,Fri,1,Low,77.6,Closed after SLA,Manager note
SR-00365,IT,Email,Wales,Billing,SME Client,3,63,178,-0.604,2,0,14,Thu,0,Standard,1.0,Closed within SLA,Manager note
SR-00559,IT,Chat,Northern Ireland,Onboarding,SME Client,2,2,177,0.52,5,3,7,Thu,0,Standard,2.7,Closed within SLA,No escalation
SR-00015,HR,Chat,Scotland,Policy,Enterprise Client,0,24,239,-0.364,2,0,19,Mon,1,Low,66.1,Closed after SLA,Manager note
SR-00087,IT,Portal,England,Technical,SME Client,4,76,181,-0.975,1,1,16,Fri,0,Urgent,24.9,Closed within SLA,No escalation
SR-00371,Customer Support,Chat,England,Access,Public Sector,2,59,227,-0.187,2,0,13,Thu,0,Low,14.2,Closed within SLA,No escalation
SR-00166,Finance,Chat,England,Access,Enterprise Client,2,49,179,-0.63,1,0,13,Wed,0,Low,20.9,Closed within SLA,No escalation
SR-00878,Finance,Email,Scotland,Billing,Internal,1,53,222,-0.83,4,1,15,Wed,1,Standard,64.0,Closed after SLA,No escalation
SR-00336,IT,Portal,England,Technical,Internal,2,9,62,-0.005,2,0,9,Mon,0,Low,15.7,Closed within SLA,Manager note
SR-00060,Operations,Email,England,Onboarding,Internal,0,32,276,1.0,3,1,17,Mon,1,Low,47.0,Closed after SLA,No escalation
SR-00355,HR,Portal,England,Technical,Internal,1,31,232,-0.266,0,1,8,Fri,0,Low,13.9,Closed within SLA,Manager note
SR-00425,IT,Portal,Wales,Access,Enterprise Client,2,9,190,-0.653,0,0,7,Wed,0,Standard,8.2,Closed within SLA,No escalation
SR-00293,Customer Support,Chat,England,Billing,SME Client,2,31,139,0.014,2,0,15,Mon,0,Low,12.9,Closed within SLA,No escalation
SR-00042,Customer Support,Phone,England,Policy,Internal,1,29,158,0.356,0,0,19,Fri,0,Urgent,34.0,Closed within SLA,No escalation
SR-00330,Finance,Portal,England,Billing,Public Sector,2,79,188,-0.639,0,1,16,Fri,0,Standard,26.0,Closed within SLA,No escalation
SR-00430,Customer Support,Portal,England,Data Request,Public Sector,3,79,260,0.346,3,0,8,Fri,1,Standard,62.6,Closed after SLA,No escalation
SR-00080,Customer Support,Portal,England,Access,Internal,1,8,131,0.067,0,1,15,Mon,1,Low,71.3,Closed after SLA,No escalation
SR-00029,Operations,Email,Wales,Billing,Enterprise Client,7,11,272,-1.0,2,0,10,Mon,1,Urgent,50.0,Closed after SLA,Escalated after breach
SR-00255,Operations,Email,England,Onboarding,Enterprise Client,5,9,166,-0.79,1,2,7,Tue,1,Low,64.8,Closed after SLA,Manager note
SR-00668,Legal,Portal,England,Technical,Enterprise Client,4,46,190,0.16,0,0,13,Tue,1,Standard,53.0,Closed after SLA,No escalation
SR-00459,Customer Support,Phone,England,Policy,SME Client,2,73,25,-1.0,3,0,9,Wed,1,Standard,57.6,Closed after SLA,No escalation
SR-00384,HR,Email,England,Technical,Internal,1,56,212,0.854,3,0,11,Mon,1,Low,66.1,Closed after SLA,Team review
SR-00314,Finance,Portal,England,Technical,SME Client,2,46,239,0.499,2,0,19,Mon,0,Low,18.6,Closed within SLA,Team review
SR-00085,Operations,Portal,England,Access,Internal,3,37,252,-1.0,2,0,8,Wed,0,Low,29.7,Closed within SLA,No escalation
SR-00137,Legal,Portal,England,Technical,Internal,1,74,157,-0.556,0,1,15,Fri,0,Standard,23.4,Closed within SLA,Manager note
SR-00112,Operations,Email,England,Policy,Enterprise Client,1,32,225,-0.106,1,1,19,Tue,0,Low,14.8,Closed within SLA,No escalation
SR-00195,Operations,Email,England,Data Request,SME Client,3,59,167,0.818,0,0,9,Fri,1,Urgent,69.5,Closed after SLA,Escalated after breach
SR-00179,Customer Support,Email,Scotland,Onboarding,Enterprise Client,1,31,218,-0.082,1,1,9,Tue,0,Low,1.0,Closed within SLA,No escalation
SR-00792,HR,Chat,Wales,Access,Enterprise Client,0,72,314,-0.045,1,1,17,Fri,0,Low,23.0,Closed within SLA,Team review
SR-00497,HR,Email,Scotland,Onboarding,SME Client,0,2,166,0.252,3,2,11,Wed,0,Low,23.5,Closed within SLA,Team review
SR-00130,IT,Email,England,Technical,Enterprise Client,2,22,258,-1.0,1,1,10,Thu,1,Urgent,68.6,Closed after SLA,Escalated after breach
SR-00338,IT,Email,Scotland,Access,Enterprise Client,4,75,68,-0.575,0,1,7,Mon,1,Low,57.9,Closed after SLA,Team review
SR-00125,Operations,Email,England,Data Request,Enterprise Client,2,40,283,-0.225,4,0,14,Fri,0,Urgent,30.8,Closed within SLA,Manager note
SR-00854,Customer Support,Phone,Scotland,Onboarding,Enterprise Client,1,75,273,0.14,0,0,7,Thu,1,Standard,46.2,Closed after SLA,No escalation
SR-00227,Operations,Email,Scotland,Technical,Internal,1,36,135,-0.357,0,0,11,Mon,0,Standard,2.4,Closed within SLA,No escalation
SR-00269,Operations,Phone,England,Onboarding,Enterprise Client,1,46,192,0.08,4,1,9,Thu,0,Low,8.6,Closed within SLA,Manager note
SR-00869,Operations,Portal,England,Policy,Public Sector,1,70,232,-0.126,1,1,8,Wed,1,Standard,66.6,Closed after SLA,No escalation
SR-00104,Legal,Portal,England,Technical,Enterprise Client,3,80,147,-0.403,1,2,11,Mon,1,Standard,53.1,Closed after SLA,Team review
SR-00762,Operations,Email,England,Technical,SME Client,2,16,80,1.0,2,1,8,Thu,0,Low,13.1,Closed within SLA,No escalation
SR-00844,HR,Chat,Wales,Billing,Public Sector,2,54,195,-0.399,0,0,10,Mon,0,Standard,13.1,Closed within SLA,Manager note
SR-00228,IT,Phone,England,Technical,Internal,1,77,25,0.73,2,0,8,Wed,0,Low,15.6,Closed within SLA,No escalation
SR-00790,IT,Portal,England,Onboarding,SME Client,4,17,147,-0.481,1,2,14,Thu,1,Low,70.9,Closed after SLA,No escalation
SR-00302,Operations,Email,England,Technical,Enterprise Client,3,40,223,-0.142,2,0,13,Tue,1,Standard,53.9,Closed after SLA,No escalation
SR-00276,HR,Phone,England,Technical,SME Client,1,76,154,-0.327,1,0,11,Wed,1,Low,70.4,Closed after SLA,No escalation
SR-00127,Finance,Chat,England,Onboarding,Public Sector,4,42,129,0.103,0,1,16,Mon,0,Low,36.8,Closed within SLA,Team review
SR-00406,Customer Support,Chat,England,Technical,Internal,2,32,81,0.441,3,0,7,Tue,1,Standard,50.7,Closed after SLA,No escalation
SR-00796,Finance,Email,Wales,Technical,SME Client,7,34,125,-0.928,2,0,9,Tue,1,Urgent,63.5,Closed after SLA,Escalated after breach
SR-00037,Operations,Chat,England,Access,Enterprise Client,1,30,121,0.903,0,2,17,Wed,0,Low,6.9,Closed within SLA,No escalation
SR-00140,Operations,Portal,England,Access,SME Client,3,75,284,-0.602,2,1,13,Mon,0,Low,14.7,Closed within SLA,No escalation
SR-00304,IT,Phone,Wales,Technical,SME Client,3,23,146,0.886,1,2,19,Tue,1,Urgent,65.2,Closed after SLA,Escalated after breach
SR-00268,Operations,Email,Northern Ireland,Billing,Internal,2,55,128,-0.214,0,1,18,Wed,0,Standard,30.2,Closed within SLA,No escalation
SR-00534,IT,Portal,England,Access,SME Client,1,69,244,0.152,4,0,17,Thu,1,Low,61.0,Closed after SLA,No escalation
SR-00546,HR,Email,England,Onboarding,Internal,0,34,112,0.697,4,0,14,Tue,0,Low,16.3,Closed within SLA,No escalation
SR-00213,Operations,Email,England,Onboarding,SME Client,2,61,219,-0.714,3,0,16,Mon,0,Low,29.5,Closed within SLA,No escalation
SR-00469,Operations,Portal,Scotland,Access,Public Sector,3,74,135,-1.0,0,0,14,Thu,1,Standard,48.4,Closed after SLA,No escalation
SR-00199,Operations,Chat,Scotland,Technical,SME Client,2,41,164,-0.671,1,0,7,Fri,1,Urgent,72.4,Closed after SLA,Escalated after breach
SR-00528,Legal,Portal,England,Access,SME Client,1,37,147,-0.06,0,0,19,Fri,0,Low,19.3,Closed within SLA,No escalation
SR-00708,Customer Support,Portal,Wales,Billing,SME Client,2,81,118,-0.113,1,0,19,Thu,0,Urgent,23.2,Closed within SLA,No escalation
SR-00242,Customer Support,Phone,Scotland,Billing,Enterprise Client,1,54,149,-0.602,4,1,19,Fri,1,Standard,59.7,Closed after SLA,No escalation
SR-00343,Customer Support,Portal,Scotland,Technical,Internal,1,60,142,-0.871,0,1,11,Tue,1,Urgent,72.9,Closed after SLA,Escalated after breach
SR-00550,HR,Portal,England,Onboarding,SME Client,2,83,227,0.804,1,1,9,Fri,0,Standard,2.1,Closed within SLA,No escalation
SR-00387,IT,Portal,Scotland,Access,Internal,0,52,290,-0.017,0,0,14,Fri,1,Low,63.6,Closed after SLA,Team review
